7504 7213
1163 4520 1
6134 4308 1
3424 4834 0.5
366 1215 1
2276 5616 1
1513 1061 1
1864 2566 0.333333
1769 2947 1
5763 6174 1
2172 2871 1
3419 98 0.5
2619 6233 0.5
4948 5721 1
5770 6087 0.2
3915 860 1
2843 5941 1
5090 301 0.1
265 2070 1
1608 329 0.2
4780 6070 0.1
4121 5553 0.333333
4415 668 0.2
5081 1680 0.2
6645 7451 1
1920 3862 1
6380 2769 0.333333
4398 3923 0.2
4614 4188 0.5
4209 1861 1
6042 6641 1
6810 3259 0.5
172 3738 0.5
7272 4883 0.333333
1149 4024 1
1113 2008 0.5
5506 885 0.333333
832 1347 1
27 5961 1
4861 6234 1
6089 836 0.333333
5882 142 0.5
7293 314 1
1869 3650 0.333333
1693 4799 0.5
1464 1977 0.5
1161 3547 0.1
3627 4379 0.2
6080 470 0.5
1650 1396 0.5
2649 7485 0.1
6354 5863 0.5
5813 5653 0.333333
5075 3586 1
5283 1343 1
2012 6375 0.2
4317 32 0.333333
3571 7227 0.2
4172 5803 0.333333
6798 3518 1
650 2231 0.2
6410 4649 1
1240 6527 0.2
7456 4098 1
5883 5445 0.333333
1606 3521 1
6809 334 1
4120 3905 0.333333
5809 4141 0.5
97 3435 0.5
7221 149 1
2886 6559 0.2
4415 3863 1
156 3816 0.5
6988 5763 0.2
3722 7369 1
6832 2739 1
2469 6859 1
1398 1228 0.5
2194 1326 0.1
6508 4611 0.5
1613 7498 0.2
5304 4409 0.1
4082 4565 0.5
3022 4049 1
7408 3836 1
307 3164 1
4612 1697 0.2
5319 6663 1
2296 1353 0.5
2708 3925 1
3269 5539 1
2886 6907 0.5
6367 3486 0.333333
5791 6508 0.2
3475 6412 1
1025 2783 1
1313 7396 0.2
589 1275 0.1
1093 3571 0.333333
2923 6279 1
5428 2045 1
4360 4931 0.5
7332 7362 1
3798 1714 1
378 5189 0.5
4361 6214 0.333333
4005 3592 0.333333
5346 4181 0.5
1910 5274 1
7332 4261 1
5240 2185 1
4750 2609 1
96 2438 0.333333
2496 6236 0.5
7469 2678 1
7414 7040 0.333333
2638 7109 1
5259 4951 0.2
1651 2925 1
1614 2754 0.333333
3921 4058 0.2
769 1304 1
2549 4969 1
3819 7465 0.2
6803 3494 0.333333
7472 6972 1
6852 2107 1
5888 3430 1
5169 5081 0.2
2220 2759 1
7100 6681 1
6662 7450 0.5
4897 6063 1
5570 5946 0.333333
1039 5245 1
2755 5214 0.2
4007 626 0.333333
928 2579 0.333333
6368 3812 1
3662 2097 0.5
3341 1693 1
7079 4419 0.333333
681 5380 0.5
6756 3446 0.5
1352 550 0.1
3011 3305 1
4139 3377 0.1
3437 369 1
6166 6738 1
2535 2896 1
5232 2301 1
3538 1876 1
1423 2557 0.1
5371 5377 0.5
257 6730 1
3957 2237 0.333333
1431 2440 1
3100 1942 1
3411 4172 1
31 6707 1
6252 4436 1
6295 4038 1
3253 1525 0.5
5591 6896 1
3872 3218 1
6271 3239 0.5
536 735 0.1
2113 3835 1
124 3310 1
937 3342 1
4646 5658 0.5
3153 4449 0.5
7104 198 0.2
2172 1854 0.333333
6554 1790 1
6226 558 1
4200 4662 0.1
678 6775 1
6602 2964 0.333333
5626 3901 0.333333
3485 4612 0.333333
5781 3829 0.333333
4243 6997 1
662 1665 0.333333
42 4284 1
6208 6574 1
606 3270 1
6810 12 1
1842 6614 0.1
3752 800 0.1
5068 4286 1
4538 6131 1
4522 2870 1
769 7100 1
2437 3207 0.2
5896 1911 0.5
2409 6085 1
7152 5392 1
3663 7234 0.5
2769 7050 1
5777 4614 0.1
1957 5216 0.2
1966 5803 1
5036 2636 0.5
2268 5073 1
3783 3466 0.5
433 1939 0.5
354 1588 1
3855 1315 0.2
6466 4084 0.2
5942 5926 1
2200 379 0.5
653 5914 0.2
1976 3446 1
6464 1778 0.1
6654 5562 0.5
1252 5995 0.333333
5504 2413 0.5
4075 2332 1
2009 1295 0.5
6992 7237 1
1582 5502 0.5
4956 6155 0.5
3061 628 1
7370 3156 1
1744 2306 1
3153 7127 1
6501 1191 1
7501 1330 0.2
2312 3339 0.333333
839 2828 1
5293 474 1
6190 5430 1
5497 4555 0.2
4314 4421 0.2
974 2229 0.5
3196 1446 1
7478 443 1
6669 4008 0.5
4256 2384 1
6707 3224 1
1387 1013 0.5
5137 7203 0.1
34 1260 1
3064 5574 1
1377 2613 1
1997 5809 0.333333
5808 5783 1
3306 4948 0.333333
2135 5269 1
367 4472 0.1
1427 1923 1
2961 7060 0.5
5989 7094 0.5
6068 6222 1
3064 96 0.333333
5857 2093 0.5
6161 398 1
6909 7272 1
4161 5471 1
7365 5838 0.5
2354 3329 1
5859 2354 0.2
5128 839 1
1720 6907 1
3887 6035 0.1
4731 453 1
313 6614 1
5246 2083 1
3687 6244 0.1
7398 2170 1
4140 588 0.1
6742 6447 0.1
1027 135 0.333333
2407 1856 0.2
2506 1807 0.5
6268 6539 0.1
4620 6852 1
3002 658 0.333333
5089 4345 0.5
1207 4239 1
3163 876 1
4513 3682 1
714 4709 0.5
5258 7117 1
5269 5687 0.5
3812 4451 1
6376 5136 1
4115 634 0.333333
369 1787 0.5
2499 2994 0.2
6800 2222 1
4184 2799 0.5
4080 3513 1
4112 1267 0.2
2063 2601 1
1822 6413 0.5
616 1350 0.333333
2326 5465 0.1
1126 1898 0.1
336 4397 0.333333
3785 7261 1
4174 6 0.333333
4309 4086 0.2
1649 4262 1
2171 2390 1
875 276 1
3663 893 1
515 3219 1
1570 410 1
4412 4314 0.5
2744 4163 1
2931 4401 1
2349 1206 0.333333
5280 2855 0.333333
1607 5026 0.333333
4471 1966 0.2
2309 5629 0.333333
5064 2209 1
1845 3779 1
4091 4255 0.2
3231 6999 1
5697 5994 0.5
664 839 1
3286 2184 0.2
2667 3791 0.5
501 759 1
6116 6636 1
1184 260 1
6976 5673 0.2
1737 5829 0.333333
813 5124 0.5
4051 3317 0.333333
4187 46 1
5528 3332 1
5789 5999 0.5
3573 2565 0.5
6890 1177 0.1
829 2362 0.1
545 1834 0.333333
4040 3571 0.5
4286 4384 1
3660 4500 0.5
5460 1183 1
595 2775 0.2
1483 4629 1
6162 698 0.333333
3728 3652 1
4362 546 1
4888 1091 0.5
7152 1196 1
4173 5482 1
2383 1638 0.2
3910 3162 0.5
5483 7326 0.1
6452 1305 0.5
5917 3531 1
4011 7259 0.5
3283 181 1
4916 1133 1
512 782 1
7183 1019 0.5
2862 3402 1
6978 7312 1
4404 1355 0.333333
4606 3872 1
5869 2285 0.333333
7462 2361 1
5204 5644 0.5
3491 6624 1
6438 7136 1
3077 2879 1
1263 5742 0.5
4655 1280 0.333333
3705 1748 0.333333
2578 6355 0.5
6323 4720 1
6096 743 1
5255 2011 1
1028 1566 0.5
1502 501 1
6326 7146 1
1097 905 1
2839 5560 1
454 5330 1
6928 404 1
2266 2791 1
3457 4951 0.5
3074 2703 0.5
4766 3731 0.2
1643 1297 1
1721 119 1
4678 4784 0.1
1937 3688 1
4044 4142 0.2
395 7134 0.2
3102 1896 0.5
6593 1417 1
6891 4491 0.2
1696 5322 1
5571 6965 1
2444 1182 0.1
2527 1924 1
3515 3861 0.5
6128 3969 0.5
2631 429 1
7042 7099 0.333333
6741 6188 0.1
3887 1639 0.5
3736 3335 1
3380 1402 1
385 7414 1
1077 2437 1
6553 2017 1
4278 4209 0.2
2208 6841 0.1
3705 6379 0.5
6729 1680 1
99 5567 1
1529 5367 1
4344 4811 1
6621 5196 1
6145 2337 1
89 1387 0.333333
5030 1729 0.333333
6437 3937 1
769 3706 0.1
5768 2932 1
1947 3031 1
3333 624 0.1
550 4969 1
2738 150 0.1
4836 6295 0.5
1867 2448 1
4484 3543 1
3806 2476 1
2465 6814 1
7503 5078 0.2
2782 3090 0.5
3629 6423 1
5907 3038 0.333333
5492 5776 1
6338 6676 0.1
2018 4607 0.5
2652 5155 0.1
5016 1457 1
7381 3922 1
2380 7490 1
3880 2768 1
907 2461 0.333333
2126 864 1
4379 2421 0.5
6782 4823 1
104 2905 0.1
7315 1622 0.5
2693 6638 0.5
4484 2579 0.5
1648 1023 0.2
7459 4903 0.1
1352 1874 1
5237 65 1
719 4444 0.2
1978 7290 0.5
2408 7394 0.5
3510 3270 0.1
2264 5963 1
2475 6511 1
2672 4224 1
2856 243 0.333333
5440 5164 0.1
2981 2897 0.2
4955 3616 1
1846 1658 0.5
7129 4067 0.5
309 3641 0.5
2615 5905 1
119 4444 0.2
202 7117 0.2
1308 6037 1
3382 3973 1
7331 3018 1
3840 470 0.333333
858 5884 0.1
5165 1573 0.2
5427 5450 1
5023 561 1
6647 4248 0.5
7278 4450 1
4629 1823 1
5791 1269 0.1
4614 4664 0.333333
2397 1001 1
3797 5427 0.2
2920 6656 1
2173 4580 1
5068 5667 1
2429 4810 1
4234 4584 0.2
5652 1709 0.5
5603 3565 0.1
5591 675 0.5
4661 3072 1
4202 2934 0.1
5691 1918 1
1249 4091 1
2258 5224 1
7397 149 0.5
1776 4383 0.5
4173 2531 1
890 4198 1
2444 5853 0.2
1158 3010 0.2
506 7212 1
1712 1463 1
2071 2713 1
6642 1035 1
5809 4496 0.1
5850 2336 0.2
6539 6510 1
1434 3464 1
3462 1972 0.5
6165 6698 1
4437 7204 1
1706 1413 0.2
894 7052 0.333333
237 6191 0.333333
1236 560 0.5
2016 2474 1
7179 1509 0.5
3433 2944 1
7453 6406 1
2318 1132 0.2
193 5569 0.333333
1345 3339 1
25 4233 1
1417 4470 1
7413 1770 0.333333
2898 7354 0.5
719 7029 1
1114 6526 0.5
4973 2539 0.1
3300 4857 1
821 5051 0.2
5547 2460 1
4182 2485 1
1998 3903 1
2436 7380 1
7003 2774 0.1
2603 7061 1
3649 4239 1
7271 5276 1
5860 1072 1
2012 5462 0.1
7302 3505 1
4491 3752 1
5913 5750 0.2
4302 4250 1
4094 7317 0.5
168 2417 1
2903 2130 0.5
4661 1898 1
1455 254 1
6674 5834 0.1
1936 1696 1
3226 6187 1
3066 4597 1
6809 4963 0.333333
6493 1553 1
5015 5289 0.5
3094 689 1
1477 5350 1
1201 2869 1
1997 2039 1
751 39 1
3010 6834 0.5
5086 5964 1
1471 1334 0.5
2107 323 0.5
2557 1402 1
5423 4496 0.1
6484 2038 1
5507 3239 0.1
4784 5236 0.5
2024 5987 1
4896 5061 1
2515 6211 1
4732 179 0.5
4408 2286 0.1
5269 4843 0.1
348 6331 0.2
7188 5311 1
4371 3315 0.1
487 4163 1
2210 2251 1
3973 7147 0.5
1130 5727 0.5
4252 2955 1
1203 3427 1
2046 1192 0.5
722 5109 0.5
3527 4793 1
866 1660 1
5012 5715 0.5
2954 422 1
2947 459 0.2
498 1590 1
4260 5842 0.5
697 3109 1
2988 5155 1
2619 1942 1
1077 5469 1
4479 2400 1
3691 3476 0.2
3131 6431 1
4823 5442 0.1
2222 5940 1
5348 2696 0.5
7493 3393 0.333333
1625 6382 1
4453 5065 0.2
4887 2207 0.2
6178 6686 0.5
1625 2873 1
6356 2069 1
69 6892 1
5682 5178 1
1444 6590 1
6617 6579 1
7395 700 0.2
5824 1217 1
2260 2168 1
229 842 0.5
4166 6036 1
4075 952 0.5
2912 1022 0.333333
3255 2768 0.1
2034 4212 1
7078 6893 0.2
508 6784 0.5
319 1169 1
1260 6997 1
4408 3290 1
6738 7456 0.333333
4070 4027 0.333333
7406 3003 0.1
6195 6258 0.5
6225 4357 1
1774 3931 0.333333
7469 4439 1
2425 823 0.5
6102 5651 0.2
507 2556 0.2
3259 5358 1
607 1924 1
2476 1827 0.5
5366 4086 0.333333
7089 2807 0.2
5520 645 1
6908 611 1
73 3036 1
5479 5202 1
6442 5709 0.5
7127 5033 0.2
3828 5640 0.1
4557 612 0.2
785 2043 1
3271 1628 0.333333
2243 3212 0.5
5146 2616 0.5
4616 6258 1
4910 4233 1
3351 6740 1
412 6363 1
2831 6256 1
7175 3309 0.333333
1906 4094 1
4291 3429 1
1980 5672 0.5
3882 6882 0.5
6395 59 0.1
4440 4969 0.2
7319 4384 0.2
899 4796 0.2
7017 123 0.5
7335 3363 0.333333
761 1333 1
7303 5625 0.2
464 3669 1
406 47 1
2964 6442 0.5
4276 6946 1
5885 2825 1
6731 3724 0.5
2500 6805 0.333333
4525 6636 0.5
5923 7398 1
3911 3261 1
1392 3725 0.333333
4546 195 1
3143 3159 1
5366 7435 1
5055 5817 0.333333
5191 5044 0.5
2620 3608 1
3740 629 1
719 2616 0.5
6535 6527 0.5
6537 415 0.2
2703 1026 1
2485 233 0.333333
4772 5599 0.5
6502 6718 0.2
7120 470 1
3959 6658 1
3668 2894 1
6445 7181 0.333333
1244 6212 1
6808 5245 0.1
1089 445 1
6638 6498 1
339 3766 1
1475 6332 0.5
4492 2013 1
1113 2036 0.2
1342 5704 1
2200 709 0.1
1738 1953 1
3867 1257 1
6411 5915 1
2478 5049 0.5
6281 1452 1
4244 6495 0.1
1422 3483 1
2637 4596 0.333333
3007 5938 0.333333
6270 4202 1
1707 2004 0.5
6924 5871 0.2
5946 4779 1
5414 7257 1
3875 2098 0.5
2167 6343 1
6792 3829 1
1989 6466 1
3159 1969 1
6098 4304 0.333333
2242 6011 0.5
339 1495 0.1
3262 7441 0.2
4596 5351 0.1
3476 5291 1
7376 3522 1
2763 2810 0.2
1634 864 0.2
1166 87 1
2700 6185 1
4868 4491 0.5
1169 895 0.2
7278 4157 0.1
2789 1250 1
5558 790 0.2
6489 662 0.2
6259 3425 0.1
2354 1124 0.5
979 5858 1
1574 1054 1
2537 1986 1
2007 3156 0.5
6540 6498 0.2
7075 1783 0.5
1521 3405 0.5
1258 2390 1
4517 4713 0.1
2715 7067 0.1
5713 4111 1
4863 1749 1
6262 4287 0.2
712 6294 1
7498 1395 0.2
7001 4534 0.333333
3818 6055 0.1
1425 3377 1
7198 390 0.5
1020 6674 0.5
3471 947 1
4275 5810 0.1
6134 632 1
2475 1345 1
5540 4907 0.333333
95 468 1
3937 4286 1
7249 1775 1
1512 1469 1
488 6057 1
6531 2024 0.1
5246 6300 1
5710 4930 1
2957 3469 0.5
6498 1505 1
3563 1600 1
5161 1601 1
5311 4915 0.1
4901 6427 1
4882 2979 1
97 5574 1
196 3316 0.5
5737 1522 1
4406 543 0.333333
485 3106 1
5038 6669 0.5
6124 4326 0.2
3991 5701 1
3634 3099 1
4377 4045 1
106 4143 1
1428 4339 1
1545 6140 0.2
6593 6610 1
101 7095 0.5
2619 694 0.5
2800 6818 1
4583 6873 0.5
7345 3003 0.5
1526 3445 1
2254 3551 1
1053 1043 1
3168 2589 0.333333
6437 1678 1
6682 1779 1
6097 462 1
4677 6831 0.333333
3648 3910 0.5
4384 7320 0.5
715 1342 0.1
4659 3597 0.5
5243 4650 1
6229 3882 0.333333
5852 2815 0.5
4581 5562 0.5
2533 4155 1
1180 1329 0.5
2708 1041 1
3606 5425 1
4 2204 1
3414 6863 1
6440 666 1
6942 6896 1
6096 1308 1
6929 1953 1
5605 4486 0.5
4743 5666 1
6777 871 1
5217 4477 1
3473 545 1
6639 24 0.5
1963 6464 1
1936 1966 1
1856 4127 1
655 7120 1
5016 5221 0.2
6028 227 0.1
5301 4666 1
3014 5208 0.5
2551 1817 1
5255 1841 0.5
7218 4370 0.333333
5218 6336 0.2
3138 6527 1
3793 6143 1
4873 3860 0.1
3398 5953 1
7464 3750 0.333333
3472 2829 1
3984 5380 1
132 3131 1
1978 6413 1
6622 4128 0.5
2016 7266 1
539 7124 1
4512 4493 1
3047 3955 1
5377 3915 1
4869 3452 0.5
5634 7436 0.1
4648 3632 0.1
1567 1675 1
2857 4361 1
6547 6377 1
5692 2980 0.333333
7045 7493 0.2
4755 6604 1
4481 541 0.333333
4390 5410 1
3192 7108 0.2
3439 4252 0.2
6817 1884 0.1
5168 4741 0.333333
144 3784 1
5954 5540 1
3880 5082 1
5931 5901 1
4434 2878 0.333333
2917 3333 1
4851 2589 1
2782 6028 1
4346 1405 1
80 6574 0.5
176 6718 1
6282 1232 0.2
4296 5112 1
5867 3539 1
2602 470 0.5
3814 3387 1
2564 4302 0.2
4855 7085 1
3527 3927 1
514 71 1
1875 3816 1
7019 2594 1
2696 2954 1
7023 1317 1
2243 3919 0.5
3910 3797 1
1405 2425 1
1490 7281 0.2
3668 6872 0.1
3315 3450 0.5
2032 5325 1
3531 4841 1
6262 33 1
2665 7057 1
6175 5364 0.2
2652 1770 1
2147 3176 1
2377 730 1
1820 462 1
5190 7345 1
1128 1873 1
4449 1468 1
2861 3794 1
4226 6459 1
2973 5131 1
1702 3847 1
4229 5994 0.2
5245 4436 0.333333
6038 6256 0.5
2263 3943 1
1938 1135 1
6939 5584 0.5
5341 941 1
3777 5168 0.5
1397 4205 0.5
814 5907 1
1634 2632 1
5629 373 1
2851 2475 0.5
4104 4738 1
5198 2741 0.5
4229 2176 1
793 3582 1
5088 3423 1
466 4820 0.1
975 1699 0.2
1395 3333 0.5
305 1458 1
7220 374 0.5
5383 542 1
3553 5740 1
2858 6033 1
243 2891 0.5
2138 4043 1
5265 4509 1
5093 1548 0.2
3325 2943 0.5
253 6816 1
5058 6532 0.2
899 475 0.5
1479 4028 1
4799 2950 0.5
6360 3194 1
3999 1396 1
1125 2726 0.2
3072 3883 0.2
2781 7208 0.1
5824 7461 0.5
2821 1080 1
3760 1979 0.2
1305 3458 0.2
4590 4322 1
6404 6746 0.333333
7174 6810 0.1
546 431 0.5
2364 7071 0.5
1793 2349 0.333333
230 669 1
1547 7058 0.5
1892 6882 1
6281 683 0.333333
7195 5273 0.5
7123 237 0.333333
6309 3475 0.1
6891 4022 1
6264 2450 0.5
2016 307 1
1040 537 0.2
3590 5652 0.5
3652 41 0.2
5326 2386 0.333333
2954 5645 0.5
4904 5264 1
2160 133 0.1
6227 7025 1
3221 1849 1
3350 7433 0.5
5829 4537 0.2
5040 624 0.333333
7374 340 0.5
5517 5666 1
3976 1116 0.5
203 2084 1
236 4245 1
177 6536 0.5
3771 2253 1
6248 1667 1
5096 3560 1
4481 1097 0.2
5583 967 0.1
6726 2548 0.5
6320 2588 1
487 2792 1
3486 3028 0.333333
2683 6773 1
1401 3041 1
5536 5353 0.5
2096 2945 0.2
6762 3490 1
4547 1570 0.5
6241 4360 1
6098 3176 0.5
6703 7231 1
1888 6782 1
1319 1961 1
3349 3363 0.2
129 1395 0.1
2144 7060 1
215 6318 0.333333
2952 6929 0.5
2719 5667 0.333333
1099 325 1
6004 3092 1
5828 4980 0.5
1177 6299 0.333333
6868 5713 0.5
4159 1906 0.5
6804 114 0.333333
4889 329 1
2529 6849 0.333333
5307 5633 1
1374 6732 1
249 1296 0.1
2787 7125 0.1
668 4366 0.5
4078 7298 1
3347 3954 1
75 3254 0.2
3864 4207 1
2530 2801 1
4190 604 0.5
77 5546 1
3793 5795 1
3097 4647 1
3446 5315 1
6158 1889 0.333333
7079 1300 0.333333
2402 1375 1
5343 1303 1
741 7402 1
2989 4088 1
3366 4166 1
6540 4023 0.2
3506 3185 0.1
3661 6631 0.5
678 5285 1
4994 924 1
1824 3326 0.5
1908 4733 0.2
5832 1538 0.2
5052 4528 0.2
4877 390 1
6313 2994 1
2104 2564 0.5
2542 6225 0.5
4359 2968 0.1
4129 458 0.5
5199 2283 1
3708 255 1
7457 6087 0.5
3232 3636 0.5
7032 4577 1
7125 6954 1
3738 5122 1
3536 3728 1
6029 4151 0.333333
6303 776 1
3565 2039 0.333333
217 5748 1
5170 1765 1
4158 4998 0.2
169 590 1
139 3779 1
6672 14 0.2
761 7118 1
1075 5644 1
4358 4443 0.5
4163 4073 1
6251 354 1
722 5525 0.5
1281 2179 0.5
5476 5916 1
2809 2120 1
3160 1288 1
1129 2049 1
2827 3124 0.5
1173 3546 1
3863 205 0.5
1088 6456 0.333333
4062 7179 0.5
4865 956 0.5
6730 2497 1
1681 1370 0.333333
411 594 1
2724 1723 1
4651 4551 1
4718 5724 0.333333
5292 2083 1
2436 3171 1
7438 3297 1
6525 4226 1
3855 3452 0.2
7101 1197 0.2
1028 1609 1
3746 4333 0.333333
4578 1480 0.2
4598 6198 0.5
660 3986 0.333333
4432 2486 0.5
7157 5988 1
1684 1073 0.1
4672 4928 0.333333
2285 590 0.333333
1268 5186 1
845 1428 0.1
2146 2070 1
4061 6668 1
261 3393 1
6047 321 1
7133 7478 1
4013 5227 1
1183 5963 1
5373 745 1
7193 2013 0.2
6686 2859 0.333333
6576 1069 1
4010 5130 0.2
138 5391 0.1
3821 7503 0.5
2486 3196 0.1
3203 3273 1
4994 520 1
4210 5894 1
3647 1647 0.2
4703 4398 0.1
6819 3470 1
3501 7481 0.2
2916 3683 0.5
1788 3568 0.5
4918 2118 1
150 5322 0.1
4545 2812 1
3463 3086 0.333333
6695 2798 0.5
4436 7501 1
4668 2880 0.1
5969 2445 1
4896 5362 1
1343 7150 1
5293 628 0.333333
1000 778 1
7484 1387 0.5
3048 915 1
939 106 1
4045 606 0.1
109 1338 1
7147 7307 1
2723 763 1
1982 2107 0.5
873 3464 1
5819 4464 0.2
4647 508 0.1
2352 3557 1
6711 560 0.2
6364 4605 0.5
2078 778 0.5
672 421 1
5279 3144 0.333333
241 5126 1
5921 6000 0.2
4725 379 0.1
372 1091 1
4911 3443 1
6428 6218 1
548 1142 0.333333
6345 6788 0.5
2041 3524 1
5043 1299 0.333333
1305 1540 1
7178 3525 0.5
1508 747 1
3870 4687 0.2
2804 2094 1
1728 4587 0.333333
1211 5135 0.5
1364 40 1
5862 2081 1
7214 3189 1
271 4494 0.333333
2022 4169 0.5
2269 1741 1
6463 1675 0.333333
677 4479 1
5469 6207 1
1472 3483 0.5
2184 911 1
2181 2837 1
5701 2548 0.333333
6585 6387 0.1
1506 905 0.2
7456 6742 0.5
2713 5701 1
2657 2442 1
4696 408 1
7386 5448 0.5
3771 3696 1
3765 1941 0.333333
5840 3707 0.1
7168 2788 0.5
1918 4294 0.1
470 310 0.5
4698 3023 0.2
6666 5681 0.1
1673 6441 0.5
6455 2388 1
7217 6159 1
4953 5988 0.333333
1591 4324 1
777 52 0.5
6350 5539 0.1
4956 6009 1
2800 3203 1
2410 5933 0.2
4462 3670 0.5
2986 2622 0.1
3022 5903 1
2818 6920 1
4556 1008 1
6065 5353 1
2859 4200 1
11 5220 1
4977 4085 1
5463 6495 1
190 7021 1
1359 6071 0.2
4915 5157 0.333333
3191 471 0.5
3520 1092 0.1
669 7157 0.1
5374 6080 1
611 6091 0.5
5424 7133 1
5937 1156 0.5
944 1347 0.2
7125 6274 1
552 7253 1
7386 6509 0.2
2196 2525 1
1583 3194 1
6323 4632 0.5
3823 1307 0.333333
2607 6732 0.2
5477 5165 0.1
3401 2173 0.2
843 5362 1
419 5914 0.333333
1585 5796 0.2
6790 4057 1
1647 1704 1
3661 523 1
316 410 1
6631 6585 0.1
1502 4558 0.5
1098 456 1
5609 4867 0.1
1386 5286 1
481 2935 1
6084 2221 1
2773 7436 1
2655 7162 1
3234 7478 0.2
1185 2669 0.5
2299 4172 1
707 1334 0.5
1289 6944 0.5
7233 4394 0.333333
147 4875 0.333333
6362 3456 1
1258 6229 1
1794 4948 0.1
2485 4247 1
3586 5432 0.1
3769 3795 0.5
4574 4503 1
1899 5792 1
155 1585 0.2
3697 1732 0.333333
2671 4159 0.1
7435 5417 1
4627 3276 1
5045 5761 0.2
1501 1844 0.2
4563 1677 0.333333
3925 6251 1
4622 4214 0.5
4758 4369 0.5
5353 562 1
3320 6802 0.1
806 6733 1
4522 7424 1
5314 4965 1
2849 2530 1
1880 7094 1
770 3515 1
596 4201 1
5845 1456 0.333333
5176 6809 0.1
6239 6193 0.333333
3957 7000 1
7092 4018 1
2064 5396 1
2797 4309 1
5374 6189 0.5
5692 6959 0.5
4757 3619 0.1
532 5529 0.1
4244 3201 0.5
4582 1936 1
283 5893 0.5
2716 1545 1
1134 3609 0.5
580 6406 1
6493 340 1
4124 6032 0.333333
5271 3285 0.333333
6683 7385 1
2047 189 0.1
284 836 1
4715 1119 1
1138 7403 1
5147 1033 0.1
3112 1614 0.1
5386 4171 0.5
2409 792 0.5
6392 2127 0.2
2554 1306 0.333333
309 6921 1
1265 7205 0.1
4157 481 0.5
5438 1619 0.1
760 2831 0.333333
3260 2007 0.333333
727 7394 1
2102 2299 1
2005 4755 0.5
4826 3373 1
25 3682 1
2917 4947 1
2709 1600 0.333333
7188 7038 1
494 3863 0.333333
5906 3187 0.1
1492 3914 1
1250 6016 0.2
1799 4086 1
540 1408 1
4154 1433 0.2
3618 414 1
2415 6691 0.2
5629 6375 1
6526 2934 1
6319 4904 0.5
615 6397 0.5
2305 143 0.5
2358 1942 1
3599 6050 1
4278 2701 0.5
1135 2383 0.5
6507 4798 0.2
5976 6491 0.333333
1044 1577 1
3542 3960 1
1724 4575 1
3821 2944 1
4062 5303 1
885 4966 0.5
2684 1740 1
5917 6443 0.1
1693 5447 1
4160 3919 1
5498 1027 0.5
5835 4570 1
3572 6294 0.5
202 6179 1
543 6305 0.5
2826 7190 0.5
7224 2371 0.2
2883 4352 0.333333
4861 6045 1
3765 6269 1
5224 4264 0.333333
757 6163 0.5
3818 2231 1
3950 6001 1
3091 6544 0.333333
31 5434 0.1
5506 5155 0.2
1281 4102 0.5
7435 5028 1
93 1289 0.2
4174 6514 0.5
1778 3335 0.333333
17 7153 1
4182 3599 0.333333
3454 2755 1
5096 6354 0.5
2489 4356 1
2252 5637 0.333333
6368 1633 0.5
5090 1726 0.5
2577 1964 1
392 7310 1
434 3391 0.2
6275 69 0.2
3109 3524 1
2551 4684 1
7427 3237 1
6019 5490 0.333333
1209 4354 1
4995 5508 1
2566 581 1
2716 4541 0.5
6200 4975 1
5398 3746 1
4259 6855 1
5875 5470 1
2405 5394 1
3292 7477 1
5881 4750 1
6166 2241 0.5
4242 4807 0.2
4281 3587 1
4127 5852 0.5
7365 7314 0.5
3168 4069 0.5
6063 6008 1
2202 909 1
1579 266 0.333333
6446 2211 1
4228 873 1
14 5115 1
3885 1893 0.333333
858 6020 1
6375 5881 0.333333
4198 1545 1
4940 3672 1
81 5875 0.5
248 7454 0.5
4324 6397 0.2
1710 3121 1
1337 3135 0.1
1836 3084 1
5922 7 1
852 2446 1
6664 6644 0.5
5473 4080 0.2
2418 226 0.5
3840 4042 0.2
5529 863 0.1
5860 6141 1
6697 3543 0.1
5146 5379 1
1551 7365 1
3977 713 0.5
845 7377 1
2826 1410 1
4543 7396 1
1064 3732 0.5
1103 1757 1
35 3682 1
5656 2875 0.333333
6908 4085 0.2
7308 5637 1
212 2110 0.2
3065 6523 0.333333
1123 5413 1
6829 2453 1
1321 7085 0.5
7359 684 1
2821 719 1
4424 2439 0.5
2066 1843 0.5
1151 5215 1
97 5427 0.333333
7260 4557 1
6424 5680 1
6998 1069 1
3528 2390 0.5
3790 5813 0.2
1874 1130 0.5
7208 5554 1
410 3684 1
1265 4835 0.1
253 4932 0.2
4919 752 0.5
4669 3240 0.1
2329 2734 1
6009 2326 1
5703 6117 1
2144 4055 1
2873 3760 0.5
6040 234 0.5
7115 1499 1
2333 5320 0.333333
2610 2735 1
3877 3469 1
6887 5798 0.5
7031 4303 1
2060 6070 1
6471 4279 1
4509 7152 1
4165 1752 1
3569 1363 0.1
305 7264 0.1
1974 2371 1
4027 6248 0.5
1816 1695 0.5
5908 1222 0.5
1255 6851 1
2350 1882 1
3933 2455 1
1404 6620 1
6613 2686 0.5
1881 2991 1
2469 1029 1
1857 1120 1
4713 6505 1
1928 4909 1
7014 2228 0.333333
6730 4579 1
6790 4576 0.1
6497 5981 1
4021 1154 1
2909 3036 0.333333
5125 5505 1
2208 7362 1
5171 636 1
2325 2564 0.1
4270 5642 0.2
5562 932 0.333333
4801 218 0.1
6495 2780 1
3369 6801 1
6498 2206 1
1178 7331 1
4391 5603 0.333333
